31,30,30,31,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,31,31,31,31,31,31,27,27,27,27,27,27,24,24,25,25,24,24,24,27,24,25,24,27,27,27,27,31,31,31,31,30,31,31,31,27,24,24,30,30,31,31,31,27,27,30,30,25,24,24,24,24,29,25,31,31,31,24,25,31,27,31,27,27,27,31,27,27,24,25,30,31,27,24,
30,30,30,31,31,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,31,31,31,31,31,31,31,27,27,27,27,27,27,24,24,25,25,24,24,24,24,27,27,27,27,31,31,30,31,31,31,31,30,31,31,31,27,24,24,30,30,31,31,31,27,27,30,30,24,24,24,24,24,25,31,31,31,24,25,31,27,31,27,27,27,31,27,24,25,30,31,27,24,
30,24,30,30,31,31,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,25,31,31,31,31,31,31,31,31,27,27,27,27,27,27,24,24,25,24,25,27,27,27,27,31,31,24,30,30,31,31,31,31,30,31,31,31,27,24,24,30,30,31,31,31,27,27,30,30,24,24,24,24,24,25,31,31,24,25,31,27,31,27,27,27,31,27,27,24,25,30,31,27,
24,27,30,30,31,31,31,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,24,25,25,31,31,31,31,31,31,31,31,27,27,27,27,27,27,24,25,24,27,27,31,31,31,27,27,24,30,30,30,31,31,31,31,30,31,31,31,27,24,24,30,30,31,31,31,27,27,30,30,24,24,24,24,31,31,24,25,31,27,31,27,27,27,31,27,27,24,25,30,31,27,
27,31,24,30,30,31,31,31,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,31,24,24,25,25,31,31,31,31,31,31,31,31,27,27,27,27,24,24,27,27,31,31,31,30,31,31,27,24,24,30,30,31,31,31,31,30,31,31,31,27,30,30,31,31,31,31,30,31,31,31,27,24,24,30,30,31,31,31,27,27,30,30,27,27,27,31,27,24,25,30,31,27,
31,30,27,30,30,31,31,31,31,25,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,27,24,30,30,30,31,27,27,24,30,30,30,31,31,31,31,30,31,31,24,25,30,30,31,31,31,30,31,31,31,27,27,24,24,30,30,30,31,31,27,27,30,27,27,31,27,27,24,25,30,31,
30,30,31,24,30,30,31,31,31,24,24,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,31,27,27,31,24,25,31,31,31,31,31,27,25,24,30,30,31,27,24,30,30,30,31,31,27,24,24,30,30,30,31,31,31,31,30,27,24,25,25,30,30,31,31,30,30,31,27,24,27,27,24,24,24,30,30,31,31,27,27,27,31,27,27,24,25,30,31,
24,24,30,27,30,30,31,31,31,31,31,31,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,31,27,27,31,24,25,31,31,31,31,31,27,25,24,24,30,31,27,24,24,30,30,30,31,27,27,24,24,30,30,30,30,30,31,31,27,24,25,25,25,30,30,30,31,30,30,27,24,30,27,27,27,24,24,30,30,31,30,27,31,27,24,27,24,25,30,
25,27,30,31,24,30,30,31,31,27,27,27,31,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,31,27,27,31,24,25,25,31,31,31,31,27,25,25,24,30,31,27,27,24,30,30,30,31,31,27,27,24,24,24,24,30,30,30,31,27,24,24,25,25,25,25,30,31,27,24,27,24,24,30,30,27,27,24,24,30,27,27,27,27,31,27,24,25,30,
27,31,24,30,27,24,30,30,31,27,31,27,27,27,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,31,27,27,31,24,24,25,31,31,31,31,27,27,25,24,30,31,31,27,24,24,30,30,30,31,31,27,27,27,27,24,24,30,31,30,31,27,24,25,25,25,25,31,27,24,25,27,27,24,24,30,30,27,27,24,31,31,27,27,24,27,24,25,30,
31,30,27,30,31,27,24,30,30,27,31,27,24,24,27,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,31,27,27,31,31,24,25,31,31,31,31,31,27,25,24,30,30,31,27,27,24,30,30,30,30,31,31,31,31,27,27,24,30,31,30,31,27,24,25,25,25,31,27,24,25,25,25,27,27,24,24,24,27,27,30,24,24,24,24,27,24,25,30,
31,24,31,24,30,31,27,24,30,27,31,27,24,24,25,25,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,31,27,27,27,31,24,25,31,31,31,31,31,27,25,24,24,30,31,31,27,24,24,30,30,30,30,30,30,31,31,27,24,30,31,30,31,27,24,24,25,31,27,24,25,25,25,25,25,27,27,27,24,27,24,24,24,24,31,27,24,25,30,
31,25,30,27,30,30,31,27,24,27,31,27,24,24,25,25,31,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,31,31,27,27,31,24,25,31,31,31,31,31,27,25,25,24,30,30,31,27,27,24,24,30,30,30,30,30,30,31,27,24,25,24,24,30,31,27,24,30,31,27,24,24,24,25,25,25,25,25,25,24,27,24,31,31,31,27,24,25,30,
31,27,24,31,24,30,30,31,27,27,31,27,24,24,25,25,31,31,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,31,31,27,27,31,24,25,31,31,31,31,31,27,27,25,24,24,30,31,31,27,27,24,24,24,24,30,30,30,31,27,24,24,24,24,24,30,31,27,24,24,30,31,27,24,24,24,24,24,24,25,27,24,31,31,31,31,27,24,25,
25,31,25,30,27,24,30,30,31,31,27,31,27,24,24,25,25,31,31,31,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,31,27,27,31,24,25,25,31,31,31,31,31,27,25,25,24,30,30,31,31,27,27,27,27,24,24,24,24,25,24,25,25,24,24,24,24,30,31,27,24,24,25,25,25,25,30,31,27,24,24,31,31,31,31,30,27,24,25,
24,31,27,24,31,27,24,30,30,30,27,31,27,24,24,25,25,31,31,31,31,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,31,27,27,31,24,24,25,31,31,31,31,31,27,27,25,24,24,30,30,31,31,31,31,27,27,25,25,24,24,24,25,25,25,24,24,24,24,30,31,27,24,24,25,25,25,25,25,27,25,31,31,31,30,27,27,24,25,
31,31,31,25,30,31,27,24,30,30,30,27,31,27,24,24,25,25,31,31,31,31,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,31,27,27,31,31,24,25,31,31,31,31,31,31,27,25,25,24,24,30,30,30,30,31,31,27,27,27,27,27,24,24,25,24,24,24,24,27,24,30,31,27,24,24,25,25,25,25,24,31,30,30,27,31,27,24,25,
27,31,31,27,24,30,31,27,24,24,30,27,31,27,24,24,25,25,31,31,31,31,31,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,31,27,27,27,31,24,25,31,31,31,31,31,31,27,27,25,25,24,24,24,24,30,30,31,27,27,27,27,27,27,24,24,25,25,24,24,24,27,24,30,31,27,24,24,24,25,27,31,27,27,31,30,27,24,25,
25,25,31,31,25,24,30,31,27,27,24,30,27,31,27,24,24,25,25,31,31,31,31,31,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,31,27,27,27,31,24,25,25,31,31,31,31,31,31,27,27,25,25,25,25,24,24,31,31,31,27,27,27,27,27,27,24,24,25,25,24,24,24,27,24,25,24,24,25,24,25,30,31,31,30,24,27,24,25,
25,24,31,31,27,25,24,30,31,31,27,24,27,31,27,24,24,25,25,31,31,31,31,31,31,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,31,27,27,27,31,24,24,25,31,31,31,31,31,31,31,27,27,27,27,25,25,31,31,31,31,31,27,27,27,27,27,27,24,24,25,25,24,24,24,27,24,25,24,25,25,27,30,30,24,27,24,25,30,
25,31,25,31,31,27,25,24,30,30,31,27,27,27,31,27,24,24,25,25,31,31,31,31,31,31,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,31,27,27,27,31,31,24,25,25,31,31,31,31,31,31,31,31,31,27,27,31,31,31,31,31,31,31,27,27,27,27,27,27,24,24,25,25,24,24,24,24,27,24,24,31,24,24,27,24,25,30,31,
25,27,24,31,31,31,27,25,24,24,30,31,31,27,27,31,27,24,24,25,25,31,31,31,31,31,31,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,31,27,27,27,27,31,24,24,25,31,31,31,31,31,31,31,31,31,31,25,31,31,31,31,31,31,31,31,27,27,27,27,27,27,24,24,25,24,25,27,27,27,25,30,27,27,24,25,30,31,27,
24,25,31,25,31,31,31,27,25,25,24,30,30,31,27,31,27,24,24,25,25,31,31,31,31,31,31,31,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,31,27,27,27,27,31,31,24,25,25,31,31,31,31,31,31,31,31,24,25,25,31,31,31,31,31,31,31,31,27,27,27,27,27,27,24,25,24,27,27,27,24,24,27,24,25,30,31,27,24,
24,25,27,24,31,31,31,31,27,27,25,24,24,30,30,27,31,27,24,24,25,25,31,31,31,31,31,31,31,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,31,31,27,27,27,27,31,24,24,25,25,31,31,31,31,31,31,31,24,24,25,25,31,31,31,31,31,31,31,31,27,27,27,27,24,24,27,27,31,27,27,27,24,25,30,31,27,24,24,
24,25,25,31,25,31,31,31,31,31,27,25,25,24,24,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,31,31,27,27,27,27,31,31,24,24,25,25,25,25,31,31,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,31,27,31,31,31,24,24,31,27,24,
24,24,25,27,24,25,31,31,31,31,31,27,27,25,25,24,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,31,27,27,27,27,27,31,31,24,24,24,24,25,25,25,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,27,31,31,31,31,31,31,31,27,
31,24,25,25,31,24,25,31,31,31,31,31,31,27,27,25,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,31,27,27,27,27,27,27,31,31,31,31,24,24,24,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,31,31,31,31,31,31,31,31,31,
31,24,24,25,27,31,24,25,31,31,31,31,31,31,31,27,27,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,31,31,27,27,27,27,27,27,27,27,31,31,31,27,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,31,31,31,31,31,31,31,31,
31,31,24,24,25,27,31,24,25,25,31,31,31,31,31,31,31,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,31,31,27,27,27,27,27,24,25,27,27,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,30,30,30,30,30,31,31,30,31,31,
31,31,31,24,24,24,27,31,24,24,25,31,31,31,31,31,31,31,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,31,27,27,27,27,27,24,24,25,24,24,25,25,30,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,30,30,27,30,31,
30,31,31,31,24,24,24,27,31,31,24,25,25,31,31,31,31,31,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,31,31,27,27,27,27,27,24,25,25,24,24,27,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,27,27,31,27,30,
27,31,31,31,31,31,24,31,27,27,31,24,24,25,25,31,31,31,31,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,31,31,31,27,27,27,27,24,24,25,25,31,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,31,31,30,31,27,
31,30,31,31,31,31,31,31,31,30,27,31,31,24,24,25,25,31,31,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,27,31,27,24,24,25,25,31,31,31,31,31,31,31,31,27,24,25,27,27,31,31,31,31,27,27,27,27,27,24,24,30,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,30,30,24,30,31

[layer]
type=background_fringe
data=
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
